"Gene","PubmedID","Title"
"Col2a1","34742321","LncRNA NONHSAT030515 promotes the chondrogenic differentiation of human adipose-derived stem cells via regulating the miR-490-5p/BMPR2 axis."
"Col2a1","34702302","Chitosan oligosaccharides packaged into rat adipose mesenchymal stem cells-derived extracellular vesicles facilitating cartilage injury repair and alleviating osteoarthritis."
"Col2a1","34700039","Brd4 is required for chondrocyte differentiation and endochondral ossification."
"Col2a1","34669172","Kartogenin Promotes the BMSCs Chondrogenic Differentiation in Osteoarthritis by Down-Regulation of miR-145-5p Targeting Smad4 Pathway."
"Col2a1","34646822","Sonic Hedgehog Induces Mesenchymal Stromal Cell Senescence-Associated Secretory Phenotype and Chondrocyte Apoptosis in Human Osteoarthritic Cartilage."
"Col2a1","34581616","Controlled Differentiation of Mesenchymal Stem Cells into Hyaline Cartilage in miR-140-Activated Collagen Hydrogel."
"Col2a1","34547383","Doxorubicin suppresses chondrocyte differentiation by stimulating ROS production."
"Col2a1","34546477","Beneficial effects of secretome derived from mesenchymal stem cells with stigmasterol to negate IL-1β-induced inflammation in-vitro using rat chondrocytes-OA management."
"Col2a1","34543885","Generation of a heterozygous COL2A1 (p.G1113C) hypochondrogenesis mutation iPSC line, MCRIi019-A-7, using CRISPR/Cas9 gene editing."
"Col2a1","34542842","Intra-Articular Injection of miR-29a-3p of BMSCs Promotes Cartilage Self-Repairing and Alleviates Pain in the Rat Osteoarthritis."
"Col2a1","34539791","Chondrogenic Potential of Human Dental Pulp Stem Cells Cultured as Microtissues."
"Col2a1","34520899","Radial shockwave treatment promotes chondrogenesis in human growth plate and longitudinal bone growth in rabbits."
"Col2a1","34484349","Effect of Activated Platelet-Rich Plasma on Chondrogenic Differentiation of Rabbit Bone Marrow-Derived Mesenchymal Stem Cells."
"Col2a1","34473941","UV-induced reduction in Polycomb repression promotes epidermal pigmentation."
"Col2a1","34440671","An In Vitro System to Study the Effect of Subchondral Bone Health on Articular Cartilage Repair in Humans."
"Col2a1","34427363","Transient receptor potential vanilloid 4 as a regulator of induced pluripotent stem cell chondrogenesis."
"Col2a1","34404032","Perichondrium-inspired permeable nanofibrous tube well promoting differentiation of hiPSC-derived pellet toward hyaline-like cartilage pellet."
"Col2a1","34358603","Chondro-inductive hyaluronic acid/chitosan coacervate-based scaffolds for cartilage tissue engineering."
"Col2a1","34321073","Extracellular vesicles derived from LPS-preconditioned human synovial mesenchymal stem cells inhibit extracellular matrix degradation and prevent osteoarthritis of the knee in a mouse model."
"Col2a1","34295538","Cell penetration and chondrogenic differentiation of human adipose derived stem cells on 3D scaffold."
"Col2a1","34256841","Exosome-transported circRNA_0001236 enhances chondrogenesis and suppress cartilage degradation via the miR-3677-3p/Sox9 axis."
"Col2a1","34256278","An in vitro analysis of the effect of hyperosmolarity on the chondrogenic potential of human articular cartilage derived chondroprogenitors."
"Col2a1","34217028","The impact of photobiomodulation on the chondrogenic potential of adipose-derived stromal/stem cells."
"Col2a1","34198021","Effects of chondrogenic priming duration on mechanoregulation of engineered cartilage."
"Col2a1","34193158","Mesenchymal stem cell-derived extracellular vesicles prevent the development of osteoarthritis via the circHIPK3/miR-124-3p/MYH9 axis."
"Col2a1","34164963","Downregulation of MicroRNA-495 Alleviates IL-1β Responses among Chondrocytes by Preventing SOX9 Reduction."
"Col2a1","34148207","Low oxygen tension potentiates proliferation and stemness but not multilineage differentiation of caprine male germline stem cells."
"Col2a1","34114497","A Chondrosphere-Based Scaffold Free Approach to Manufacture an In Vitro Articular Cartilage Model."
"Col2a1","34111027","Single-cell RNA sequencing of human femoral head in vivo."
"Col2a1","34094638","Systemic Transplantation of Adult Multipotent Stem Cells Functionally Rejuvenates Aged Articular Cartilage."
"Col2a1","34074175","Phenolated alginate-collagen hydrogel induced chondrogenic capacity of human amniotic mesenchymal stem cells."
"Col2a1","34072707","Taurine Augments Telomerase Activity and Promotes Chondrogenesis in Dental Pulp Stem Cells."
"Col2a1","34049478","LncRNA DNM3OS regulates GREM2 via miR-127-5p to suppress early chondrogenic differentiation of rat mesenchymal stem cells under hypoxic conditions."
"Bglap","36781343","Propofol mediates bone metastasis by regulating PC-derived exosomal miR-142-3p."
"Bglap","36735961","Egg white improves the biological properties of an alginate-methylcellulose bioink for 3D bioprinting of volumetric bone constructs."
"Bglap","36708852","Tissue engineering at the dentin-pulp interface using human treated dentin scaffolds conditioned with DMP1 or BMP2 plasmid DNA-carrying calcium phosphate nanoparticles."
"Bglap","36637404","In vitro biological evaluation of epigallocatechin gallate (EGCG) release from three-dimensional printed (3DP) calcium phosphate bone scaffolds."
"Bglap","36516336","Periplaneta americana extract promotes osteoblast differentiation of human alveolar bone marrow mesenchymal stem cells."
"Bglap","36466348","Amnion and chorion matrix maintain hMSC osteogenic response and enhance immunomodulatory and angiogenic potential in a mineralized collagen scaffold."
"Bglap","36451687","Osteogenesis in the presence of chemotherapy: A biomimetic approach."
"Bglap","36356880","Thermal treatment of magnesium particles in polylactic acid polymer films elicits the expression of osteogenic differentiation markers and lipidome profile remodeling in human adipose stem cells."
"Bglap","36078105","Physiological Mineralization during In Vitro Osteogenesis in a Biomimetic Spheroid Culture Model."
"Bglap","36012474","The Kinesin Gene KIF26B Modulates the Severity of Post-Traumatic Heterotopic Ossification."
"Bglap","35973457","Environmental microplastics (EMPs) exposure alter the differentiation potential of mesenchymal stromal cells."
"Bglap","35960146","The controlled release, bioactivity and osteogenic gene expression of Quercetin-loaded gelatin/tragacanth/ nano-hydroxyapatite bone tissue engineering scaffold."
"Bglap","35735923","Crossing Phylums: Butterfly Wing as a Natural Perfusable Three-Dimensional (3D) Bioconstruct for Bone Tissue Engineering."
"Bglap","35682677","Antiosteoporotic Nanohydroxyapatite Zoledronate Scaffold Seeded with Bone Marrow Mesenchymal Stromal Cells for Bone Regeneration: A 3D In Vitro Model."
"Bglap","35679245","A three-dimensional (3D), serum-free, Collagen Type I system for chondrogenesis of canine bone marrow-derived multipotent stromal cells (cMSCs)."
"Bglap","35508034","The response of Mesenchymal Stem Cells to endodontic materials."
"Bglap","35473519","Nanoparticles Targeting Delivery Antagomir-483-5p to Bone Marrow Mesenchymal Stem Cells Treat Osteoporosis by Increasing Bone Formation."
"Bglap","35435112","Long non-coding RNA Linc01133 promotes osteogenic differentiation of human periodontal ligament stem cells via microRNA-30c / bone gamma-carboxyglutamate protein axis."
"Bglap","35361387","Hydrostatic pressure facilitates calcium deposition and osteogenic gene expression in the osteoblastic differentiation of placenta-derived multipotent cells."
"Bglap","35323480","Fucoidan (Undaria pinnatifida)/Polydopamine Composite-Modified Surface Promotes Osteogenic Potential of Periodontal Ligament Stem Cells."
"Bglap","35312032","Osteogenic differentiation of human dental pulp stem cells in decellularised adipose tissue solid foams."
"Bglap","35296324","Melatonin increases bone mass in normal, perimenopausal, and postmenopausal osteoporotic rats via the promotion of osteogenesis."
"Bglap","35237235","Receptors of Advanced Glycation End Product (RAGE) Suppression Associated With a Preserved Osteogenic Differentiation in Patients With Prediabetes."
"Bglap","35220680","Melatonin enhances osteoblastogenesis of senescent bone marrow stromal cells through NSD2-mediated chromatin remodelling."
"Bglap","35192037","METTL3-mediated LINC00657 promotes osteogenic differentiation of mesenchymal stem cells via miR-144-3p/BMPR1B axis."
"Bglap","35181618","Circ_0006873 Sponges miR-142-5p to Inhibit Osteoblastic Differentiation of hBMSCs via Regulating PTEN/Akt Signaling Pathway."
"Bglap","35164786","Juglans regia L. extract promotes osteogenesis of human bone marrow mesenchymal stem cells through BMP2/Smad/Runx2 and Wnt/β-catenin pathways."
"Bglap","35032339","NAP1L2 drives mesenchymal stem cell senescence and suppresses osteogenic differentiation."
"Bglap","35025696","Degradation of the NOTCH intracellular domain by elevated autophagy in osteoblasts promotes osteoblast differentiation and alleviates osteoporosis."
"Bglap","34964701","Negative pressure wound therapy improves bone regeneration by promoting osteogenic differentiation via the AMPK-ULK1-autophagy axis."
"Bglap","34865256","The role of forkhead box class O1 during implant osseointegration."
"Bglap","34859851","Lycopene nanoparticles promotes osteoblastogenesis and inhibits adipogenesis of rat bone marrow mesenchymal stem cells."
"Bglap","34512554","Age-Influenced Receptors of Advanced Glycation End Product Overexpression Associated With Osteogenic Differentiation Impairment in Patients With Type 2 Diabetes."
"Bglap","34470673","Transcriptome-wide m(6)A methylome during osteogenic differentiation of human adipose-derived stem cells."
"Bglap","34430676","Protease-activated receptor-2 promotes osteogenesis in skeletal mesenchymal stem cells at the expense of adipogenesis: Involvement of interleukin-6."
"Bglap","34427353","Intracellular density is a novel indicator of differentiation stages of murine osteoblast lineage cells."
"Bglap","34229300","miR-424-5p shuttled by bone marrow stem cells-derived exosomes attenuates osteogenesis via regulating WIF1-mediated Wnt/β-catenin axis."
"Bglap","34209351","In Vitro Osteoinductivity Assay of Hydroxylapatite Scaffolds, Obtained with Biomorphic Transformation Processes, Assessed Using Human Adipose Stem Cell Cultures."
"Bglap","34204737","Context-Specific Osteogenic Potential of Mesenchymal Stem Cells."
"Bglap","34195280","miR-125a-5p Regulates Osteogenic Differentiation of Human Adipose-Derived Mesenchymal Stem Cells under Oxidative Stress."
"Bglap","34118593","MiR-486-3p promotes osteogenic differentiation of BMSC by targeting CTNNBIP1 and activating the Wnt/β-catenin pathway."
"Bglap","34015290","Amelioration of osteogenesis in iPSC-derived mesenchymal stem cells from osteogenesis imperfecta patients by endoplasmic reticulum stress inhibitor."
"Bglap","33910747","Preparation of chitosan biguanidine/PANI-containing self-healing semi-conductive waterborne scaffolds for bone tissue engineering."
"Bglap","33840248","Co-cultivation of progenitor cells enhanced osteogenic gene expression and angiogenesis potential in vitro."
"Bglap","33746574","The Role of Melanotransferrin (CD228) in the regulation of the differentiation of Human Bone Marrow-Derived Mesenchymal Stem Cells (hBM-MSC)."
"Bglap","33675701","Impact of Different Proportions of 2D and 3D Scaffolds on the Proliferation and Differentiation of Human Adipose-Derived Stem Cells."
"Bglap","33629292","MiRNA-128-3p induces osteogenic differentiation of bone marrow mesenchymal stem cells via activating the Wnt3a signaling."
"Bglap","33605088","Evaluation of stemness properties of cells derived from granulation tissue of peri-implantitis lesions."
"Bglap","33597893","Role of 1,25-Dihydroxyvitamin D(3) on Osteogenic Differentiation and Mineralization of Chicken Mesenchymal Stem Cells."
"Bglap","33561540","ADAMTS5 is required for normal trabeculated bone development in the mandibular condyle."
"Bglap","33486080","1α,25-dihydroxyvitamin D3 promotes early osteogenic differentiation of PDLSCs and a 12-year follow-up case of early-onset vitamin D deficiency periodontitis."
"Bglap","33448144","A Graded, Porous Composite of Natural Biopolymers and Octacalcium Phosphate Guides Osteochondral Differentiation of Stem Cells."
"Bglap","33436827","The calcium dynamics of human dental pulp stem cells stimulated with tricalcium silicate-based cements determine their differentiation and mineralization outcome."
"Bglap","33383051","Сord blood hematopoietic stem cells ex vivo enhance the bipotential commitment of adipose mesenchymal stromal progenitors."
"Bglap","33326888","3D bioprinting of graphene oxide-incorporated cell-laden bone mimicking scaffolds for promoting scaffold fidelity, osteogenic differentiation and mineralization."
"Bglap","33274736","MicroRNA-409-3p promotes osteoblastic differentiation via activation of Wnt/β-catenin signaling pathway by targeting SCAI."
"Bglap","33257654","Macrophage-derived small extracellular vesicles promote biomimetic mineralized collagen-mediated endogenous bone regeneration."
"Bglap","33245097","Collagen type I promotes osteogenic differentiation of amniotic membrane-derived mesenchymal stromal cells in basal and induction media."
"Bglap","33234056","Combination of BMP2 and EZH2 Inhibition to Stimulate Osteogenesis in a 3D Bone Reconstruction Model."
"Bglap","33163667","Establishment of human immortalized mesenchymal stem cells lines for the monitoring and analysis of osteogenic differentiation in living cells."
"Bglap","33143524","Autophagy receptor OPTN (optineurin) regulates mesenchymal stem cell fate and bone-fat balance during aging by clearing FABP3."
"Bglap","33085064","miR-124-3p promotes BMSC osteogenesis via suppressing the GSK-3β/β-catenin signaling pathway in diabetic osteoporosis rats."
"Bglap","33081386","Gene Expression Regulation and Secretory Activity of Mesenchymal Stem Cells upon In Vitro Contact with Microarc Calcium Phosphate Coating."
"Bglap","32986209","Analysis of Bone Tissue Condition in Patients with Diffuse Large B-Cell Lymphoma without Bone Marrow Involvement."
"Bglap","32973080","Osteogenic differentiation potential of porcine bone marrow mesenchymal stem cell subpopulations selected in different basal media."
"Bglap","32938961","Modified parylene-N films as chemical microenvironments for differentiation and spheroid formation of osteoblast cells."
"Bglap","32932148","Investigation of the effect of a time delay on the characteristics and survival of dental pulp stem cells from extracted teeth."
"Bglap","32782511","Fibroblast growth factor-4 maintains cellular viability while enhancing osteogenic differentiation of stem cell spheroids in part by regulating RUNX2 and BGLAP expression."
"Bglap","32768712","Behaviour of human dental pulp stem cell in high glucose condition: impact on proliferation and osteogenic differentiation."
"Bglap","32751124","3D Bioprinted Osteogenic Tissue Models for In Vitro Drug Screening."
"Bglap","32746770","Magnetic Nanoparticles Synergize with Pulsed Magnetic Fields to Stimulate Osteogenesis In Vitro."
"Bglap","32717269","Kaempferol promotes proliferation and osteogenic differentiation of periodontal ligament stem cells via Wnt/β-catenin signaling pathway."
"Bglap","32711339","Long non-coding RNA maternally expressed gene 3 inhibits osteogenic differentiation of human dental pulp stem cells via microRNA-543/smad ubiquitin regulatory factor 1/runt-related transcription factor 2 axis."
"Bglap","32605172","Evaluation of Resin-Based Material Containing Copaiba Oleoresin (Copaifera Reticulata Ducke): Biological Effects on the Human Dental Pulp Stem Cells."
"Bglap","32583900","Effects of intermittent treatment with parathyroid hormone (PTH) on osteoblastic differentiation and mineralization of mouse induced pluripotent stem cells in a 3D culture model."
"Bglap","32531680","Sulfurous thermal waters stimulate the osteogenic differentiation of human mesenchymal stromal cells - An in vitro study."
"Bglap","32495904","Prunella vulgaris L protects glucocorticoids-induced osteogenesis inhibition in bone marrow mesenchymal stem cells through activating the Smad pathway."
"Bglap","32483753","Differential Expression of Bipotent Commitment-Related Genes in Multipotent Mesenchymal Stromal Cells at Different O(2) Levels."
"Bglap","32432728","LINC00472 promotes osteogenic differentiation and alleviates osteoporosis by sponging miR-300 to upregulate the expression of FGFR2."
"Bglap","32427356","Single-Cell RNA Sequencing of Calvarial and Long-Bone Endocortical Cells."
"Bglap","32427128","MiR-16-5p regulates postmenopausal osteoporosis by directly targeting VEGFA."
"Bglap","32379794","Effects of miR-103 by negatively regulating SATB2 on proliferation and osteogenic differentiation of human bone marrow mesenchymal stem cells."
"Bglap","32332097","Inhibition of the epigenetic suppressor EZH2 primes osteogenic differentiation mediated by BMP2."
"Bglap","32309432","Mesenchymal Stem Cell-Specific and Preosteoblast-Specific Ablation of TSC1 in Mice Lead to Severe and Slight Spinal Dysplasia, Respectively."
"Bglap","32224849","A Comparative In Vitro Analysis of the Osteogenic Potential of Human Dental Pulp Stem Cells Using Various Differentiation Conditions."
"Bglap","32163666","The effect of adrenocorticotropic hormone on alpha-2-macroglobulin in osteoblasts derived from human mesenchymal stem cells."
"Bglap","32146478","Zingerone Promotes Osteoblast Differentiation Via MiR-200c-3p/smad7 Regulatory Axis in Human Bone Mesenchymal Stem Cells."
"Bglap","32141579","Zoledronic acid accelerates osteogenesis of bone marrow mesenchymal stem cells by attenuating oxidative stress via the SIRT3/SOD2 pathway and thus alleviates osteoporosis."
"Bglap","32075221","Carboxy-Terminal Cementum Protein 1-Derived Peptide 4 (cemp1-p4) Promotes Mineralization through wnt/β-catenin Signaling in Human Oral Mucosa Stem Cells."
"Bglap","32070866","Palmitate induces apoptosis and inhibits osteogenic differentiation of human periodontal ligament stem cells."
"Bglap","31986066","Functional Analysis of PTH1R Variants Found in Primary Failure of Eruption."
"Bglap","31969085","Isolation and Characterization of Extraocular Muscle-Derived Muscle Progenitor Cells from Normal and Graves' Orbitopathy Patients."
"Bglap","31965174","Dietary Calcium and Phosphorus Amounts Affect Development and Tissue-Specific Stem Cell Characteristics in Neonatal Pigs."
"Bglap","31939626","KR‑12‑a6 promotes the osteogenic differentiation of human bone marrow mesenchymal stem cells via BMP/SMAD signaling."
"Bglap","31923243","Dense carbon-nanotube coating scaffolds stimulate osteogenic differentiation of mesenchymal stem cells."
"Bglap","31858528","MOTS-c accelerates bone fracture healing by stimulating osteogenesis of bone marrow mesenchymal stem cells via positively regulating FOXF1 to activate the TGF-β pathway."
"Bglap","31855089","Osteogenic and odontogenic differentiation potential of dental pulp stem cells isolated from inflamed dental pulp tissues (I-DPSCs) by two different methods."
"Bglap","31834992","Hydroxylapatite-collagen hybrid scaffold induces human adipose-derived mesenchymal stem cells to osteogenic differentiation in vitro and bone regrowth in patients."
"Bglap","31761176","Bioactive silica nanoparticles with calcium and phosphate for single dose osteogenic differentiation."
"Bglap","31761156","Improved vascularisation but inefficient in vivo bone regeneration of adipose stem cells and poly-3-hydroxybutyrate-co-3-hydroxyvalerate scaffolds in xeno-free conditions."
"Alpl","36850190","Preparation and In Vitro Evaluation of Chitosan-g-Oligolactide Based Films and Macroporous Hydrogels for Tissue Engineering."
"Alpl","36781343","Propofol mediates bone metastasis by regulating PC-derived exosomal miR-142-3p."
"Alpl","36585930","Dental Stem Cells SV40, a new cell line developed in vitro from human stem cells of the apical papilla."
"Alpl","36465561","A multi-omics study to characterize the transdifferentiation of human dermal fibroblasts to osteoblast-like cells."
"Alpl","36199215","Cellular communication network factor 1 interlinks autophagy and ERK signaling to promote osteogenesis of periodontal ligament stem cells."
"Alpl","36196449","Efficient reprogramming of human fibroblasts using RNA reprogramming with DAPT and iDOT1L under normoxia conditions."
"Alpl","36152425","Reprogramming of Hypophosphatasia patient cells to generate a new human iPSC cell line (UOMi009-A)."
"Alpl","36142513","Gene Expression and Chondrogenic Potential of Cartilage Cells: Osteoarthritis Grade Differences."
"Alpl","36078105","Physiological Mineralization during In Vitro Osteogenesis in a Biomimetic Spheroid Culture Model."
"Alpl","35995334","Methylglyoxal - an advanced glycation end products (AGEs) precursor - Inhibits differentiation of human MSC-derived osteoblasts in vitro independently of receptor for AGEs (RAGE)."
"Alpl","35964540","Generation of new human iPSC cell line (UOMi008-A) from a Hypophosphatasia patient."
"Alpl","35831768","ANGPTL4 regulates the osteogenic differentiation of periodontal ligament stem cells."
"Alpl","35700635","Establishment of a new human iPSC cell line (UOMi007-A) from a patient with Hypophosphatasia."
"Alpl","35682677","Antiosteoporotic Nanohydroxyapatite Zoledronate Scaffold Seeded with Bone Marrow Mesenchymal Stromal Cells for Bone Regeneration: A 3D In Vitro Model."
"Alpl","35575247","Identification of candidate genes simultaneously shared by adipogenesis and osteoblastogenesis from human mesenchymal stem cells."
"Alpl","35563073","Impact of Fluid Dynamics on the Viability and Differentiation Capacity of 3D-Cultured Jaw Periosteal Cells."
"Alpl","35498405","Characterization of Genetic Variants of Uncertain Significance for the ALPL Gene in Patients With Adult Hypophosphatasia."
"Alpl","35434026","Transcriptome analysis of tumor-derived mesenchymal progenitor cells shows that CHST15 is a fibrosis regulator of retroperitoneal liposarcoma."
"Alpl","35296324","Melatonin increases bone mass in normal, perimenopausal, and postmenopausal osteoporotic rats via the promotion of osteogenesis."
"Alpl","35237235","Receptors of Advanced Glycation End Product (RAGE) Suppression Associated With a Preserved Osteogenic Differentiation in Patients With Prediabetes."
"Alpl","35212388","Candidate genes responsible for lipid droplets formation during adipogenesis simultaneously affect osteoblastogenesis."
"Alpl","35168627","CD34(+)THY1(+) synovial fibroblast subset in arthritic joints has high osteoblastic and chondrogenic potentials in vitro."
"Alpl","35055125","NACA and LRP6 Are Part of a Common Genetic Pathway Necessary for Full Anabolic Response to Intermittent PTH."
"Alpl","35048460","Central giant cell granulomas of the jaws stromal cells harbour mutations and have osteogenic differentiation capacity, in vivo and in vitro."
"Alpl","35025696","Degradation of the NOTCH intracellular domain by elevated autophagy in osteoblasts promotes osteoblast differentiation and alleviates osteoporosis."
"Alpl","34964701","Negative pressure wound therapy improves bone regeneration by promoting osteogenic differentiation via the AMPK-ULK1-autophagy axis."
"Alpl","34859851","Lycopene nanoparticles promotes osteoblastogenesis and inhibits adipogenesis of rat bone marrow mesenchymal stem cells."
"Alpl","34542768","Osteogenic Commitment of MSC Is Enhanced after Interaction with Umbilical Cord Blood Mononuclear Cells In Vitro."
"Alpl","34512554","Age-Influenced Receptors of Advanced Glycation End Product Overexpression Associated With Osteogenic Differentiation Impairment in Patients With Type 2 Diabetes."
"Alpl","34486404","Comparative Analysis of Human Adipose-Derived Stromal/Stem Cells and Dermal Fibroblasts."
"Alpl","34467773","Reprogrammed Synovial Fluid-Derived Mesenchymal Stem/Stromal Cells Acquire Enhanced Therapeutic Potential for Articular Cartilage Repair."
"Alpl","34462564","The m(6)A demethylase FTO promotes the osteogenesis of mesenchymal stem cells by downregulating PPARG."
"Alpl","34368101","Positive Effects of Three-Dimensional Collagen-Based Matrices on the Behavior of Osteoprogenitors."
"Alpl","34209351","In Vitro Osteoinductivity Assay of Hydroxylapatite Scaffolds, Obtained with Biomorphic Transformation Processes, Assessed Using Human Adipose Stem Cell Cultures."
"Alpl","34142719","Pyrophosphate inhibits periodontal ligament stem cell differentiation and mineralization through MAPK signaling pathways."
"Alpl","33925324","Parathyroid Hormone Secretion and Receptor Expression Determine the Age-Related Degree of Osteogenic Differentiation in Dental Pulp Stem Cells."
"Alpl","33919985","Decellularized Cartilage Extracellular Matrix Incorporated Silk Fibroin Hybrid Scaffolds for Endochondral Ossification Mediated Bone Regeneration."
"Alpl","33875709","Ubiquitin specific peptidase Usp53 regulates osteoblast versus adipocyte lineage commitment."
"Alpl","33840248","Co-cultivation of progenitor cells enhanced osteogenic gene expression and angiogenesis potential in vitro."
"Alpl","33823913","GSK3β rephosphorylation rescues ALPL deficiency-induced impairment of odontoblastic differentiation of DPSCs."
"Alpl","33759484","Effect of Postoperative Analgesic Exposure to the Cannabinoid Receptor Agonist WIN55 on Osteogenic Differentiation and Spinal Fusion in Rats."
"Alpl","33605088","Evaluation of stemness properties of cells derived from granulation tissue of peri-implantitis lesions."
"Alpl","33498907","Tissue Nonspecific Alkaline Phosphatase Function in Bone and Muscle Progenitor Cells: Control of Mitochondrial Respiration and ATP Production."
"Alpl","33425869","hBMSC-Derived Extracellular Vesicles Attenuate IL-1β-Induced Catabolic Effects on OA-Chondrocytes by Regulating Pro-inflammatory Signaling Pathways."
"Alpl","33389760","Human adipose-derived stromal/stem cells are distinct from dermal fibroblasts as evaluated by biological characterization and RNA sequencing."
"Alpl","33383051","Сord blood hematopoietic stem cells ex vivo enhance the bipotential commitment of adipose mesenchymal stromal progenitors."
"Alpl","33359894","The role of Zfp467 in mediating the pro-osteogenic and anti-adipogenic effects on bone and bone marrow niche."
"Alpl","33335129","Local injections of β-NGF accelerates endochondral fracture repair by promoting cartilage to bone conversion."
"Alpl","33326888","3D bioprinting of graphene oxide-incorporated cell-laden bone mimicking scaffolds for promoting scaffold fidelity, osteogenic differentiation and mineralization."
"Alpl","33303006","MiR-218 affects hypertrophic differentiation of human mesenchymal stromal cells during chondrogenesis via targeting RUNX2, MEF2C, and COL10A1."
"Alpl","33260388","Qualifying Osteogenic Potency Assay Metrics for Human Multipotent Stromal Cells: TGF-β2 a Telling Eligible Biomarker."
"Alpl","33170307","Intermittent PTH Administration Increases Bone-Specific Blood Vessels and Surrounding Stromal Cells in Murine Long Bones."
"Alpl","33143524","Autophagy receptor OPTN (optineurin) regulates mesenchymal stem cell fate and bone-fat balance during aging by clearing FABP3."
"Alpl","33138854","Circular RNA SIPA1L1 regulates osteoblastic differentiation of stem cells from apical papilla via miR-204-5p/ALPL pathway."
"Alpl","33085064","miR-124-3p promotes BMSC osteogenesis via suppressing the GSK-3β/β-catenin signaling pathway in diabetic osteoporosis rats."
"Alpl","33081386","Gene Expression Regulation and Secretory Activity of Mesenchymal Stem Cells upon In Vitro Contact with Microarc Calcium Phosphate Coating."
"Alpl","32994028","Adhesion, intracellular signalling and osteogenic differentiation of mesenchymal progenitor cells and preosteoblasts on poly(epsilon)caprolactone films functionalized by peptides derived from fibronectin and/or BMP-9."
"Alpl","32938961","Modified parylene-N films as chemical microenvironments for differentiation and spheroid formation of osteoblast cells."
"Alpl","32793400","Correction: Alpl prevents bone ageing sensitivity by specifically regulating senescence and differentiation in mesenchymal stem cells."
"Alpl","32671900","Erythropoietin signaling in osteoblasts is required for normal bone formation and for bone loss during erythropoietin-stimulated erythropoiesis."
"Alpl","32535942","Canonical Notch signaling is required for bone morphogenetic protein-mediated human osteoblast differentiation."
"Alpl","32484035","Role of Special AT-Rich Sequence-Binding Protein 2 in the Osteogenesis of Human Dental Mesenchymal Stem Cells."
"Alpl","32454289","The synergistic effect of NELL1 and adipose-derived stem cells on promoting bone formation in osteogenesis imperfecta treatment."
"Alpl","32449039","Proangiogenic Hypoxia-Mimicking Agents Attenuate Osteogenic Potential of Adipose Stem/Stromal Cells."
"Alpl","32389806","Long noncoding RNA XIST regulates osteogenic differentiation of human bone marrow mesenchymal stem cells by targeting miR-9-5p."
"Alpl","32351759","Ionomycin ameliorates hypophosphatasia via rescuing alkaline phosphatase deficiency-mediated L-type Ca(2+) channel internalization in mesenchymal stem cells."
"Alpl","32333908","Novel molecular cues for dental defects in hypophosphatasia."
"Alpl","32299243","HOXA10 inhibit the osteogenic differentiation of periodontal ligament stem cells by regulating β-catenin localization and DKK1 expression."
"Alpl","32163666","The effect of adrenocorticotropic hormone on alpha-2-macroglobulin in osteoblasts derived from human mesenchymal stem cells."
"Alpl","32148656","Downregulation of MicroRNA-206 Alleviates the Sublethal Oxidative Stress-Induced Premature Senescence and Dysfunction in Mesenchymal Stem Cells via Targeting Alpl."
"Alpl","32126314","miR-99a in bone homeostasis: Regulating osteogenic lineage commitment and osteoclast differentiation."
"Alpl","32075123","Extracellular Vesicle microRNAs Contribute to the Osteogenic Inhibition of Mesenchymal Stem Cells in Multiple Myeloma."
"Alpl","32054534","Influence of inflammatory conditions provided by macrophages on osteogenic ability of mesenchymal stem cells."
"Alpl","32035618","Tissue-nonspecific alkaline phosphatase promotes the osteogenic differentiation of osteoprogenitor cells."
"Alpl","32028019","Tissue-nonspecific alkaline phosphatase is an anti-inflammatory nucleotidase."
"Alpl","31950507","Scaffold- and serum-free hypertrophic cartilage tissue engineering as an alternative approach for bone repair."
"Alpl","31923243","Dense carbon-nanotube coating scaffolds stimulate osteogenic differentiation of mesenchymal stem cells."
"Alpl","31761156","Improved vascularisation but inefficient in vivo bone regeneration of adipose stem cells and poly-3-hydroxybutyrate-co-3-hydroxyvalerate scaffolds in xeno-free conditions."
"Alpl","31758052","Defective Proliferation and Osteogenic Potential with Altered Immunoregulatory phenotype of Native Bone marrow-Multipotential Stromal Cells in Atrophic Fracture Non-Union."
"Alpl","31744386","Can Extracorporeal Shockwave Promote Osteogenesis of Equine Bone Marrow-Derived Mesenchymal Stem Cells In Vitro?"
"Alpl","31737632","Chondral Differentiation of Induced Pluripotent Stem Cells Without Progression Into the Endochondral Pathway."
"Alpl","31703162","Htra1 is a Novel Transcriptional Target of RUNX2 That Promotes Osteogenic Differentiation."
"Alpl","31682238","HLA-B27-mediated activation of TNAP phosphatase promotes pathogenic syndesmophyte formation in ankylosing spondylitis."
"Alpl","31506241","Improvement of osteogenic differentiation of human mesenchymal stem cells on composite poly l-lactic acid/nano-hydroxyapatite scaffolds for bone defect repair."
"Alpl","31391524","Glycerylphytate compounds with tunable ion affinity and osteogenic properties."
"Alpl","31267001","Epidemiological, Clinical and Genetic Study of Hypophosphatasia in A Spanish Population: Identification of Two Novel Mutations in The Alpl Gene."
"Alpl","31193299","Adenoviral mediated mono delivery of BMP2 is superior to the combined delivery of BMP2 and VEGFA in bone regeneration in a critical-sized rat calvarial bone defect."
"Alpl","31191662","Medium Perfusion Flow Improves Osteogenic Commitment of Human Stromal Cells."
"Alpl","31186409","Lobular architecture of human adipose tissue defines the niche and fate of progenitor cells."
